0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 33, 72, 0, 0, 0, 0, 0, 12, 64, 159, 178, 0, 0, 0, 0, 2, 13, 223, 15, 75, 0, 0, 0, 0, 0, 17, 112, 72, 18, 0, 0, 0, 0, 0, 46, 63, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 15, 0, 0, 0, 0, 0, 0, 48, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 170, 25, 236, 0, 0, 0, 0, 0, 20, 143, 203, 69, 0, 0, 0, 0, 0, 84, 237, 187, 20, 0, 0, 0, 0, 1, 47, 76, 34, 6, 0, 0, 0, 0, 1, 73, 21, 116, 1, 0, 0, 0, 0, 4, 0, 20, 95, 0, 0, 0, 0, 0, 0, 0, 0, 113, 15, 0, 0, 0, 0, 0, 0, 32, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 240, 166, 0, 0, 0, 0, 0, 2, 98, 193, 34, 0, 0, 0, 0, 0, 252, 254, 67, 253, 0, 0, 0, 0, 1, 71, 169, 211, 18, 0, 0, 0, 1, 35, 88, 50, 65, 11, 0, 0, 0, 0, 41, 20, 149, 40, 0, 0, 0, 0, 0, 0, 0, 0, 33, 15, 0, 0, 0, 0, 0, 0, 32, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 41, 0, 0, 0, 0, 0, 0, 73, 237, 196, 0, 0, 0, 0, 0, 19, 13, 169, 137, 0, 0, 0, 0, 1, 181, 28, 148, 73, 0, 0, 0, 0, 1, 141, 93, 174, 214, 0, 0, 0, 0, 5, 156, 250, 123, 0, 0, 0, 0, 0, 0, 0, 27, 53, 0, 0, 0, 0, 0, 0, 0, 0, 209, 14, 0, 0, 0, 0, 0, 0, 32, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 110, 0, 0, 0, 0, 0, 0, 83, 31, 169, 0, 0, 0, 0, 0, 7, 72, 177, 94, 0, 0, 0, 0, 0, 82, 163, 116, 56, 0, 0, 0, 0, 1, 176, 167, 216, 16, 0, 0, 0, 0, 5, 174, 59, 175, 8, 0, 0, 0, 2, 175, 9, 47, 145, 0, 0, 0, 0, 0, 0, 0, 0, 129, 14, 0, 0, 0, 0, 0, 0, 32, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 28, 0, 0, 0, 0, 0, 0, 38, 9, 126, 0, 0, 0, 0, 0, 42, 145, 222, 4, 0, 0, 0, 0, 0, 25, 64, 146, 58, 0, 0, 0, 1, 30, 246, 222, 95, 166, 0, 0, 0, 1, 195, 0, 74, 55, 0, 0, 0, 0, 0, 0, 0, 0, 49, 14, 0, 0, 0, 0, 0, 0, 32, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 20, 0, 0, 0, 0, 0, 0, 20, 139, 143, 0, 0, 0, 0, 0, 5, 175, 110, 70, 0, 0, 0, 0, 1, 65, 56, 144, 69, 0, 0, 0, 0, 0, 255, 52, 19, 30, 0, 0, 0, 2, 46, 158, 163, 156, 43, 0, 0, 0, 0, 37, 0, 164, 191, 0, 0, 0, 0, 0, 0, 0, 0, 225, 13, 0, 0, 0, 0, 0, 0, 32, 1
118, 11, 0, 0, 0, 0, 0, 0, 37, 140, 141, 0, 0, 0, 0, 0, 0, 168, 190, 233, 0, 0, 0, 0, 0, 58, 164, 204, 235, 0, 0, 0, 0, 0, 245, 81, 93, 137, 0, 0, 0, 0, 0, 112, 37, 50, 18, 0, 0, 0, 0, 1, 33, 209, 241, 2, 0, 0, 0, 0, 0, 0, 50, 68, 0, 0, 0, 0, 0, 0, 0, 0, 145, 13, 0, 0, 0, 0, 0, 0, 32, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 5, 0, 0, 0, 0, 0, 0, 9, 150, 54, 0, 0, 0, 0, 0, 38, 38, 118, 244, 0, 0, 0, 0, 1, 4, 144, 255, 219, 0, 0, 0, 2, 16, 111, 45, 110, 19, 0, 0, 0, 0, 210, 10, 217, 166, 0, 0, 0, 0, 0, 0, 0, 4, 145, 13, 0, 0, 0, 0, 0, 0, 32, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 87, 0, 0, 0, 0, 0, 0, 251, 2, 89, 0, 0, 0, 0, 0, 14, 19, 86, 124, 0, 0, 0, 0, 2, 182, 105, 93, 154, 0, 0, 0, 0, 0, 181, 107, 243, 40, 0, 0, 0, 0, 1, 23, 18, 126, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 13, 0, 0, 0, 0, 0, 0, 32, 0
