1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 33, 72, 0, 0, 0, 0, 0, 12, 64, 159, 178, 0, 0, 0, 0, 2, 13, 223, 15, 75, 0, 0, 0, 0, 0, 17, 112, 72, 18, 0, 0, 0, 0, 0, 46, 63, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 170, 25, 236, 0, 0, 0, 0, 0, 20, 143, 203, 69, 0, 0, 0, 0, 0, 84, 237, 187, 20, 0, 0, 0, 0, 1, 47, 76, 34, 6, 0, 0, 0, 0, 1, 73, 21, 116, 1, 0, 0, 0, 0, 4, 0, 20, 95, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 240, 166, 0, 0, 0, 0, 0, 2, 98, 193, 34, 0, 0, 0, 0, 0, 252, 254, 67, 253, 0, 0, 0, 0, 1, 71, 169, 211, 18, 0, 0, 0, 1, 35, 88, 50, 65, 11, 0, 0, 0, 0, 41, 20, 149, 40, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 41, 0, 0, 0, 0, 0, 0, 73, 237, 196, 0, 0, 0, 0, 0, 19, 13, 169, 137, 0, 0, 0, 0, 1, 181, 28, 148, 73, 0, 0, 0, 0, 1, 141, 93, 174, 214, 0, 0, 0, 0, 5, 156, 250, 123, 0, 0, 0, 0, 0, 0, 0, 27, 53, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 110, 0, 0, 0, 0, 0, 0, 83, 31, 169, 0, 0, 0, 0, 0, 7, 72, 177, 94, 0, 0, 0, 0, 0, 82, 163, 116, 56, 0, 0, 0, 0, 1, 176, 167, 216, 16, 0, 0, 0, 0, 5, 174, 59, 175, 8, 0, 0, 0, 2, 175, 9, 47, 145, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 28, 0, 0, 0, 0, 0, 0, 38, 9, 126, 0, 0, 0, 0, 0, 42, 145, 222, 4, 0, 0, 0, 0, 0, 25, 64, 146, 58, 0, 0, 0, 1, 30, 246, 222, 95, 166, 0, 0, 0, 1, 195, 0, 74, 55, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 20, 0, 0, 0, 0, 0, 0, 20, 139, 143, 0, 0, 0, 0, 0, 5, 175, 110, 70, 0, 0, 0, 0, 1, 65, 56, 144, 69, 0, 0, 0, 0, 0, 255, 52, 19, 30, 0, 0, 0, 2, 46, 158, 163, 156, 43, 0, 0, 0, 0, 37, 0, 164, 191, stroma
118, 11, 0, 0, 0, 0, 0, 0, 37, 140, 141, 0, 0, 0, 0, 0, 0, 168, 190, 233, 0, 0, 0, 0, 0, 58, 164, 204, 235, 0, 0, 0, 0, 0, 245, 81, 93, 137, 0, 0, 0, 0, 0, 112, 37, 50, 18, 0, 0, 0, 0, 1, 33, 209, 241, 2, 0, 0, 0, 0, 0, 0, 50, 68, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 5, 0, 0, 0, 0, 0, 0, 9, 150, 54, 0, 0, 0, 0, 0, 38, 38, 118, 244, 0, 0, 0, 0, 1, 4, 144, 255, 219, 0, 0, 0, 2, 16, 111, 45, 110, 19, 0, 0, 0, 0, 210, 10, 217, 170, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 87, 0, 0, 0, 0, 0, 0, 251, 2, 89, 0, 0, 0, 0, 0, 14, 19, 86, 124, 0, 0, 0, 0, 2, 182, 105, 93, 154, 0, 0, 0, 0, 0, 181, 107, 243, 40, 0, 0, 0, 0, 1, 23, 18, 126, 0, 0, 0, 0, 0, 0, 0, 4, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 70, 0, 0, 0, 0, 0, 1, 109, 25, 158, 0, 0, 0, 0, 1, 117, 169, 12, 178, 0, 0, 0, 0, 1, 180, 82, 19, 44, 0, 0, 0, 1, 5, 60, 118, 202, 9, 0, 0, 0, 0, 32, 5, 101, 169, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 13, 0, 0, 0, 0, 0, 0, 47, 7, 30, 0, 0, 0, 0, 0, 5, 187, 140, 30, 0, 0, 0, 0, 0, 231, 80, 81, 99, 0, 0, 0, 0, 0, 178, 102, 226, 114, 0, 0, 0, 1, 14, 178, 7, 135, 4, 0, 0, 0, 1, 8, 0, 86, 254, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 75, 50, 0, 0, 0, 0, 0, 0, 139, 23, 211, 0, 0, 0, 0, 0, 113, 219, 21, 245, 0, 0, 0, 0, 2, 151, 220, 195, 64, 0, 0, 0, 1, 23, 13, 115, 151, 0, 0, 0, 0, 0, 0, 0, 42, 33, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 63, 128, 127, 0, 0, 0, 0, 0, 10, 207, 103, 16, 0, 0, 0, 0, 1, 230, 68, 30, 108, 0, 0, 0, 0, 1, 36, 148, 239, 27, 0, 0, 0, 0, 5, 18, 121, 150, 1, 0, 0, 0, 0, 0, 0, 31, 44, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 0, 0, 0, 0, 0, 0, 11, 22, 17, 0, 0, 0, 0, 0, 1, 141, 169, 232, 0, 0, 0, 0, 1, 187, 253, 105, 116, 0, 0, 0, 0, 1, 6, 27, 22, 249, 0, 0, 0, 1, 8, 246, 138, 212, 34, 0, 0, 0, 0, 22, 10, 31, 173, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 32, 83, 167, 0, 0, 0, 0, 0, 4, 208, 161, 7, 0, 0, 0, 0, 0, 121, 77, 27, 87, 0, 0, 0, 0, 1, 218, 54, 225, 188, 0, 0, 0, 2, 17, 216, 189, 26, 0, 0, 0, 0, 0, 4, 0, 104, 158, stroma
0, 0, 0, 0, 0, 0, 0, 0, 5, 238, 179, 0, 0, 0, 0, 0, 0, 249, 34, 186, 0, 0, 0, 0, 0, 35, 208, 176, 156, 0, 0, 0, 0, 0, 136, 229, 204, 125, 0, 0, 0, 0, 0, 87, 27, 145, 113, 0, 0, 0, 0, 0, 140, 73, 64, 19, 0, 0, 0, 0, 24, 0, 241, 212, epithelium
